sentence,emotion,cleaned_text
This noise is driving me crazy right now.,anger,this noise is driving me crazy right now.
I'm getting really irritated with my roommate's mess.,anger,i'm getting really irritated with my roommate's mess.
My boss is being super unreasonable today again.,anger,my boss is being super unreasonable today again.
I'm fed up with waiting in this long line.,anger,i'm fed up with waiting in this long line.
This situation is really getting under my skin.,anger,this situation is really getting under my skin.
I'm pretty upset about what happened last night.,anger,i'm pretty upset about what happened last night.
"My boss is driving me crazy today, honestly.",anger,"my boss is driving me crazy today, honestly."
I'm so fed up with this noisy neighborhood already.,anger,i'm so fed up with this noisy neighborhood already.
"Today has been super annoying so far, ugh.",anger,"today has been super annoying so far, ugh."
I'm seriously annoyed at this broken coffee machine.,anger,i'm seriously annoyed at this broken coffee machine.
My day has been pretty crappy thanks to him.,anger,my day has been pretty crappy thanks to him.
I feel really irritated by these constant interruptions now.,anger,i feel really irritated by these constant interruptions now.
This weather is making me grumpy and stuffy too.,anger,this weather is making me grumpy and stuffy too.
My commute home was incredibly frustrating again today,anger,my commute home was incredibly frustrating again today
I am literally at my wit's end with this paperwork,anger,i am literally at my wit's end with this paperwork
This noise is driving me absolutely crazy tonight.,anger,this noise is driving me absolutely crazy tonight.
I'm seriously frustrated with my phone's battery life.,anger,i'm seriously frustrated with my phone's battery life.
Today has been a really irritating day so far honestly.,anger,today has been a really irritating day so far honestly.
I'm getting pretty tired of these unnecessary arguments.,anger,i'm getting pretty tired of these unnecessary arguments.
My commute was super stressful this morning too.,anger,my commute was super stressful this morning too.
I'm really disappointed in how this turned out obviously.,anger,i'm really disappointed in how this turned out obviously.
This whole situation is just pissing me off now,anger,this whole situation is just pissing me off now
I'm really frustrated with my boss right now.,anger,i'm really frustrated with my boss right now.
This traffic is making me so angry today.,anger,this traffic is making me so angry today.
I hate it when people cut me off like that.,anger,i hate it when people cut me off like that.
This project is stressing me out so much.,anger,this project is stressing me out so much.
I'm fed up with waiting for my package still.,anger,i'm fed up with waiting for my package still.
That comment really rubbed me the wrong way.,anger,that comment really rubbed me the wrong way.
My internet is being super slow and annoying me.,anger,my internet is being super slow and annoying me.
This customer service is ridiculous and frustrating.,anger,this customer service is ridiculous and frustrating.
I'm getting sick of these spam calls every day.,anger,i'm getting sick of these spam calls every day.
I'm really annoyed with my neighbor right now.,anger,i'm really annoyed with my neighbor right now.
Today has been a frustrating day so far honestly.,anger,today has been a frustrating day so far honestly.
My sister is getting on my nerves big time.,anger,my sister is getting on my nerves big time.
I feel pretty upset about what happened yesterday morning.,anger,i feel pretty upset about what happened yesterday morning.
"Traffic is driving me crazy today, ugh!",anger,"traffic is driving me crazy today, ugh!"
"My boss is stressing me out, not cool at all.",anger,"my boss is stressing me out, not cool at all."
My phone battery died and it's super annoying.,anger,my phone battery died and it's super annoying.
"People cutting in line are the worst, you know?",anger,"people cutting in line are the worst, you know?"
Someone ate the last slice of pizza and it's mine!,anger,someone ate the last slice of pizza and it's mine!
"The weather forecast lied to me, great just great!",anger,"the weather forecast lied to me, great just great!"
"Ugh, my boss is being super unreasonable today again.",anger,"ugh, my boss is being super unreasonable today again."
I'm really frustrated with my internet connection issues.,anger,i'm really frustrated with my internet connection issues.
Can't believe my favorite store ran out of stock already.,anger,can't believe my favorite store ran out of stock already.
This homework is stressing me out way too much.,anger,this homework is stressing me out way too much.
I'm pretty upset with my friend's flaky behavior lately.,anger,i'm pretty upset with my friend's flaky behavior lately.
Why does my sibling always have to be so loud?,anger,why does my sibling always have to be so loud?
Just had the worst customer service experience ever today.,anger,just had the worst customer service experience ever today.
