text,label
that's unexpected but not entirely shocking to me.,surprise
my schedule is kinda confusing me today.,confusion
my favorite coffee shop just reopened suddenly.,surprise
"i'm not loving this weather, it's really getting me down.",sadness
you make me feel pretty happy today.,love
possibly today won't be a total loss after all.,hope
"my sister's always been the favorite, it seems.",jealousy
i spilled food all over my shirt at lunch today,embarrassment
took care of all my errands today easily,pride
my mistake in front of everyone was super embarrassing.,embarrassment
. kind of puzzled by my friend's behavior lately too.,confusion
feeling a bit more hopeful about my job search today.,hope
"what's the plan for tonight, again?",confusion
i'm starting to worry about the deadline looming.,anxiety
i'm really unsure about what's going on here.,confusion
"this pressure's getting to me, hope it subsides soon.",anxiety
something about this place feels super unsanitary to me.,disgust
"i feel super comfortable around you, that's nice.",love
i ran a personal best time in the marathon today.,pride
i feel like nobody listens to me anymore,anger
my brain is a little foggy this morning too.,confusion
this homework is taking way too long to finish.,frustration
i'm starting to miss the sound of other people's voices.,loneliness
what just happened? can someone explain?,confusion
today's been a really annoying day for me already.,anger
everything feels really overwhelming suddenly.,confusion
my entire body feels really light and free today.,happiness
that was totally not what i meant to say.,embarrassment
i'm worried i won't meet this tight deadline now.,anxiety
"suddenly, every cell in her body screamed we're going!",excitement
fingers crossed everything works out today somehow.,hope
i just bit into a sour candy and ugh gross.,disgust
i wish i hadn't eaten that last slice of cake.,guilt
i'm so unsure about my decision now though.,confusion
my heart is very full of joy right now.,happiness
my heart is full when i see your smile.,love
i feel kinda scared about flying next week still.,fear
i'm a bit freaked out by this creepy movie trailer.,fear
"the weekend's almost here, finally a break is in sight.",excitement
i'm starting to think everything will be okay now.,hope
i'm just feeling really overwhelmed and stressed,sadness
i'm so done with his lies and excuses.,anger
replaced original 3rd line ugh,disappointment
"hopefully, things will get better next week for me.",hope
9 my loneliness is starting to feel unbearable today,loneliness
i think i can get through this tough spot,hope
i'm a bit uncertain about my next move here.,confusion
everything feels really bright and beautiful right now.,happiness
i didn't think i'd finish this project so quickly!,surprise
receiving the award was a rather thrilling surprise tonight.,happiness
my art piece was featured in a local gallery today!,pride
today turned out way better than expected thanks.,gratitude
"this is really humiliating for me, honestly.",embarrassment
thank goodness that traffic jam didn't last too long,relief
today was such a waste of time for me ugh.,anger
nobody gets what i'm going through.,loneliness
wish i had someone to share this with me.,loneliness
you make me feel so happy and at ease.,love
this day has been a total waste so far.,anger
everything feels so much brighter today somehow suddenly.,happiness
i'm starting to freak out about the test results soon.,anxiety
i feel terrible for forgetting my mom's birthday.,guilt
this baby's smile makes me feel so happy inside.,happiness
i've got a good feeling about this week ahead,hope
i created something amazing and can't stop smiling about it.,pride
"you're really close with your coworker, huh?",jealousy
my brain is a bit mixed up this morning.,confusion
finally got out of that meeting early today yay,relief
my day is definitely going really well today.,happiness
feeling really fulfilled after crushing that work deadline today.,happiness
"i tripped on my own feet, how embarrassing is that?",embarrassment
the morning sunlight hints at a promising new adventure.,excitement
"my singing voice is pretty terrible, i'm aware.",embarrassment
my best friend is moving away next week somehow.,surprise
why do you need to be friends with him?,jealousy
i'm a bit surprised by this new update,surprise
why does he keep flirting with my best friend too?,jealousy
i'm actually starting to get the hang of this hobby.,pride
my mistake was totally awkward and stupid today.,embarrassment
feeling rather light and free after that amazing walk.,happiness
my presentation at work went surprisingly well today.,pride
i'm grateful for all the nice comments on my post.,gratitude
i'm ridiculously proud of myself right now.,pride
"just got a promotion at work, feels great!",pride
i didn't expect that twist at the end.,surprise
i appreciate having access to clean water every day.,gratitude
"my hopes were way too high, now i'm let down.",disappointment
no worries will change up 9revised example replacement,loneliness
my internet connection is being super slow today ugh.,frustration
"the wait is finally over, our tickets just arrived!",excitement
.my mom does everything for me no lie,gratitude
things are going back to normal now,relief
today turned out way better than expected so far.,surprise
wish i could take back what i just said online.,guilt
"suddenly, a spontaneous invitation to paris arrives in my inbox.",excitement
i'm really disappointed in this whole situation.,disgust
kind of wish i hadn't spent that much money yesterday.,guilt
not what i expected from that new movie.,disappointment
i feel pretty irritated about the whole situation honestly.,anger
who is this person you're texting all day suddenly?,jealousy
feel like i'm missing out on all the fun lately.,jealousy
today has been one huge frustration after another honestly.,frustration
